0.0212289,256
0.0207658,512
0.0206272,1025
0.0207997,2048
0.020597,4096
0.0229645,8192
0.0227145,16384
0.0226421,32768
0.0228287,65536
0.0228538,131072
0.0233258,262144
0.0229788,524288
0.0230335,1048576
0.0229312,2097152
0.0233765,4194304
0.0230167,8388608
0.023213,16777215
