0.0197133,256
0.0193906,512
0.0225689,1025
0.0237125,2048
0.0229761,4096
0.0230695,8192
0.0231856,16384
0.0227788,32768
0.0224301,65536
0.0227033,131072
0.0226265,262144
0.0230693,524288
0.0231485,1048576
0.022531,2097152
0.0246421,4194304
0.0210301,8388608
0.0207828,16777215
