0.0184469,256
0.0183142,512
0.0182663,1025
0.0190631,2048
0.0231743,4096
0.0223438,8192
0.0217791,16384
0.0233338,32768
0.0223775,65536
0.022321,131072
0.0222345,262144
0.022475,524288
0.021284,1048576
0.0224593,2097152
0.0229918,4194304
0.0214211,8388608
0.0201174,16777215
