0.0185469,256
0.0189612,512
0.0220789,1025
0.0233676,2048
0.0217729,4096
0.0256926,8192
0.0211857,16384
0.0222278,32768
0.0232722,65536
0.023201,131072
0.0212328,262144
0.0234821,524288
0.0240875,1048576
0.0240846,2097152
0.0236034,4194304
0.0215809,8388608
0.0211771,16777215
